product_id,product_name,product_unit_price,product_category,product_description,product_image,brand_name,sku,barcode,launch_date,is_active
P000428,Nike Sunglasses,174.12,Fashion,Kind reality artist improve outside manage itself industry good improve difficult.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Nike,SKU-000428,629343139697,2022-03-28,False
P000429,Pampers Pacifier,56.86,Baby,Beyond maintain figure fill crime need management commercial.,https://picsum.photos/400/400,Pampers,SKU-000429,821748011986,2023-06-05,True
P000430,Johnson&Johnson Baby Monitor,200.0,Baby,Imagine thousand ask fact score degree same step.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000430,348241905063,2022-10-17,True
P000431,Nike Shoes,105.9,Fashion,Next place other clear international great must traditional special really offer himself.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Nike,SKU-000431,475291985372,2023-04-24,True
P000432,The Body Shop Shampoo,107.89,Beauty,Local rich ok eat kind party order.,https://picsum.photos/400/400,The Body Shop,SKU-000432,982109907261,2022-11-21,True
P000433,Philips Lamp,100.16,Home & Kitchen,Million six various friend avoid old care improve beyond strong change office.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,Philips,SKU-000433,192852795463,2022-09-18,True
P000434,GenericBrandA Water Bottle,37.56,Misc,Argue peace cultural office form red Congress current challenge include.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000434,589949063357,2021-10-15,True
P000435,Whirlpool Microwave,1339.35,Appliances,South bring free address church explain these fund success.,https://picsum.photos/400/400,Whirlpool,SKU-000435,620918099291,2022-07-27,True
P000436,Adidas Helmet,76.21,Sports,Type government before message world never government within loss other situation movie course.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Adidas,SKU-000436,520322051315,2023-12-11,True
P000437,Maybelline Shampoo,105.06,Beauty,Firm left hair model high adult oil however.,https://picsum.photos/400/400,Maybelline,SKU-000437,465430822732,2021-12-31,True
P000438,BIC Notebook,80.0,Office Supplies,Like by allow pattern front partner follow.,https://picsum.photos/400/400,BIC,SKU-000438,158142916243,2022-08-25,True
P000439,Johnson&Johnson Pacifier,84.55,Baby,Measure region toward well court apply buy.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000439,382580652460,2021-12-27,True
P000440,Bose Phone,3000.0,Electronics,Their with list parent large paper door worker nature wonder join choose next.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Bose,SKU-000440,320611269404,2022-12-13,True
P000441,Decathlon Basketball,120.43,Sports,Quickly suddenly growth star institution start.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Decathlon,SKU-000441,110667351432,2023-07-09,True
P000442,Puma Jacket,89.74,Fashion,Benefit particular head campaign seek expert win suggest degree provide oil.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Puma,SKU-000442,841198608669,2021-11-29,True
P000443,Instant Pot Blender,272.14,Home & Kitchen,Responsibility role rise executive simply land.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Instant Pot,SKU-000443,100933745505,2022-10-31,True
P000444,Nike Dress,300.0,Fashion,Could model six wide feel draw create.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Nike,SKU-000444,914986292517,2022-02-27,True
P000445,West Elm Sofa,987.18,Furniture,White style might teach staff option mission challenge deal.,https://picsum.photos/400/400,West Elm,SKU-000445,159546312528,2023-08-13,True
P000446,TraderJoes Juice,15.47,Groceries,Movie possible speak radio purpose thing institution.,https://images.unsplash.com/photo-1580910051073-e6a1b1b7f9e1,TraderJoes,SKU-000446,756287709992,2022-08-15,True
P000447,Puma Sunglasses,300.0,Fashion,Visit include past reveal book phone ball any else enter note.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Puma,SKU-000447,618587749663,2023-01-27,True
P000448,Samsung Coffee Maker,1482.48,Appliances,Rock culture sometimes value purpose large meet better.,https://picsum.photos/400/400,Samsung,SKU-000448,237982869866,2022-02-15,True
P000449,Random House Biography,28.68,Books,Season college six evening officer management.,https://picsum.photos/400/400,Random House,SKU-000449,480201700219,2023-12-25,True
P000450,Apple Speaker,2353.27,Electronics,North must attention follow fine many before term onto every past break crime.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Apple,SKU-000450,564075819126,2023-04-23,True
P000451,Decathlon Basketball,69.66,Sports,Dinner difficult where without ahead concern month.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Decathlon,SKU-000451,615278055265,2023-01-02,True
P000452,NaturesBest Juice,27.31,Groceries,Over air official break safe stay budget indicate at.,https://cdn-icons-png.flaticon.com/512/590/590836.png,NaturesBest,SKU-000452,685849241045,2023-08-05,True
P000453,Dell Tablet,2129.46,Electronics,Respond another teach draw mother even modern rather enough tough.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Dell,SKU-000453,498655704200,2021-08-01,True
P000454,Adidas Dress,150.39,Fashion,Answer what each focus science get particularly military first.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Adidas,SKU-000454,823694742778,2023-10-04,False
P000455,LG Camera,2342.4,Electronics,Network check against court open doctor stage then.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,LG,SKU-000455,238762315117,2022-05-05,True
P000456,Bosch Tire,400.0,Automotive,Education against believe himself president around respond behind charge kitchen.,https://picsum.photos/400/400,Bosch,SKU-000456,804283499176,2022-01-20,True
P000457,HP Monitor,2735.42,Electronics,Be evening dark song nice movie push save.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,HP,SKU-000457,953036918383,2021-08-15,False
P000458,Dove Mascara,121.82,Beauty,Set already result while student her drug Democrat himself strategy whole.,https://picsum.photos/400/400,Dove,SKU-000458,891001104886,2022-03-18,False
P000459,Hasbro Puzzle,36.88,Toys & Games,Business necessary store daughter reach up.,https://picsum.photos/400/400,Hasbro,SKU-000459,417534781242,2023-03-20,True
P000460,WholeFoods Snack Pack,50.0,Groceries,Trouble us stand reflect provide very produce fish particular public baby.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,WholeFoods,SKU-000460,670466574878,2023-12-29,True
P000461,Hasbro LEGO Set,57.69,Toys & Games,Very despite ten can special somebody.,https://picsum.photos/400/400,Hasbro,SKU-000461,865335866799,2023-10-01,True
P000462,IKEA Chair,1858.82,Furniture,Page ability last concern employee rich.,https://picsum.photos/400/400,IKEA,SKU-000462,997038710592,2021-12-26,True
P000463,Puma Tennis Racket,400.0,Sports,Opportunity exactly able long game article.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Puma,SKU-000463,149599827459,2023-11-25,True
P000464,Under Armour Sunglasses,134.02,Fashion,Green also bad blue speak special become before upon economy.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Under Armour,SKU-000464,539340017691,2023-07-20,True
P000465,Lenovo Camera,3000.0,Electronics,Account sort serious nice commercial offer nice any head investment several.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Lenovo,SKU-000465,922392174297,2022-12-13,True
P000466,GE Toaster,173.44,Appliances,We stop pass white show investment she trip cut listen training.,https://picsum.photos/400/400,GE,SKU-000466,436903861439,2022-12-04,True
P000467,Kenwood Chair,371.08,Home & Kitchen,Rich wrong effect laugh follow begin talk receive manager anything represent middle.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,Kenwood,SKU-000467,238494685739,2023-04-13,True
P000468,Yonex Football,77.09,Sports,Road group reach town course particularly product total place thus poor.,https://images.unsplash.com/photo-1505842465776-3d4f1c8a57f0,Yonex,SKU-000468,228206942955,2022-03-06,True
P000469,Philips Cookware,393.62,Home & Kitchen,Consumer drive final actually energy someone.,https://cdn-icons-png.flaticon.com/512/2972/2972165.png,Philips,SKU-000469,104054145370,2023-11-10,True
P000470,KrogerBrand Juice,39.95,Groceries,Leave interest argue sometimes process soon source people body realize always.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,KrogerBrand,SKU-000470,443977285238,2022-04-07,True
P000471,Nivea Mascara,16.13,Beauty,Human blood well account shoulder cultural wide product.,https://picsum.photos/400/400,Nivea,SKU-000471,780390581870,2021-07-21,True
P000472,Bose Speaker,1439.34,Electronics,Produce attack including sound positive which sort green I sister choose great.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Bose,SKU-000472,866902828708,2021-11-13,True
P000473,GenericBrandA Flashlight,60.56,Misc,Reflect benefit picture speech take standard poor upon how your thank huge enjoy.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000473,606027471191,2023-07-07,True
P000474,Puma Jacket,90.57,Fashion,Treatment eye sell prepare cell number remain want structure those sister statement artist.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Puma,SKU-000474,125534609681,2021-11-28,True
P000475,Ashley Wardrobe,1027.2,Furniture,Data because item none his development marriage film account leg.,https://picsum.photos/400/400,Ashley,SKU-000475,487234863007,2021-08-29,True
P000476,TraderJoes Cereal,47.17,Groceries,Describe call gun down very meet where news hundred kid everything.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,TraderJoes,SKU-000476,936664995543,2023-01-03,True
P000477,Philips Chair,433.98,Home & Kitchen,Environmental modern that with operation story sort information into usually tonight require.,https://images.unsplash.com/photo-1600585154340-be6161a56a0c,Philips,SKU-000477,876233233457,2022-12-17,True
P000478,Maybelline Lipstick,50.6,Beauty,Nature heart apply wall want score someone rather student.,https://picsum.photos/400/400,Maybelline,SKU-000478,168634770555,2023-12-26,True
P000479,HP Camera,3000.0,Electronics,Wrong remember new speak gun dream drive rise share measure view point medical.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,HP,SKU-000479,116867550191,2022-04-08,True
P000480,Zara Shoes,165.42,Fashion,Key evidence hot hard nature plant pull.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Zara,SKU-000480,719119007221,2023-04-14,True
P000481,Sony Speaker,2023.65,Electronics,People bag ready food strategy charge most hour water factor long blue play.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Sony,SKU-000481,856747744184,2022-06-02,True
P000482,Apple Monitor,106.76,Electronics,Right evening space evidence role pressure local degree before mother top population.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Apple,SKU-000482,844568191209,2021-10-25,True
P000483,Tiffany Necklace,2325.37,Jewelry,Sure a kitchen occur yet up firm.,https://picsum.photos/400/400,Tiffany,SKU-000483,999216351339,2023-06-11,True
P000484,Gardena Plant Pot,146.78,Garden,Perform art scene strong or scene myself character event maintain.,https://picsum.photos/400/400,Gardena,SKU-000484,645148603866,2023-07-22,True
P000485,CVSBrand First Aid Kit,200.0,Health,Fund name station condition evening the yes sort political night approach.,https://picsum.photos/400/400,CVSBrand,SKU-000485,377952546600,2022-06-11,True
P000486,Johnson&Johnson Protein Powder,59.24,Health,Under actually mouth boy part recognize common.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000486,132161719356,2022-01-03,True
P000487,Gucci Shirt,13.43,Fashion,Thousand American respond news pattern company shoulder daughter sit.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Gucci,SKU-000487,654871175404,2022-10-30,True
P000488,Panasonic Headphones,2701.89,Electronics,Hotel protect weight why election challenge positive boy value early support she.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Panasonic,SKU-000488,920882849552,2022-09-05,True
P000489,Funko Board Game,49.62,Toys & Games,After bit situation site one from better.,https://picsum.photos/400/400,Funko,SKU-000489,305832198462,2023-03-17,True
P000490,WholeFoods Snack Pack,37.07,Groceries,Meeting cultural strategy because watch interest ahead wide push all plant.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,WholeFoods,SKU-000490,468650690687,2023-11-09,True
P000491,Bose Tablet,3000.0,Electronics,Rest rather around born issue begin wonder summer give often always think yes.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Bose,SKU-000491,958396428990,2022-12-22,True
P000492,Nivea Mascara,84.39,Beauty,Two carry sit owner people sometimes much determine if nothing low run.,https://picsum.photos/400/400,Nivea,SKU-000492,748983414055,2022-03-28,True
P000493,LG Speaker,3000.0,Electronics,Thus last space couple if summer firm it result company society case.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,LG,SKU-000493,199222717101,2021-09-16,True
P000494,Sony Speaker,1328.24,Electronics,Force reflect light value better note pressure rather party worry.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Sony,SKU-000494,874464512645,2023-10-17,True
P000495,Gardena Hose,60.64,Garden,Young world policy cause reflect tell trial bit shake later want life.,https://picsum.photos/400/400,Gardena,SKU-000495,855479867454,2023-10-08,True
P000496,Mattel Action Figure,26.4,Toys & Games,Also change want reach sit quite suggest.,https://picsum.photos/400/400,Mattel,SKU-000496,560235628569,2023-12-24,True
P000497,Adidas Tennis Racket,86.46,Sports,Safe message world include attack team practice pattern.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Adidas,SKU-000497,601376005122,2022-06-04,True
P000498,Nivea Perfume,95.45,Beauty,Fall yet within fact apply any its environment rest you enter argue character.,https://picsum.photos/400/400,Nivea,SKU-000498,564731350569,2023-04-15,True
P000499,HP Speaker,3000.0,Electronics,After age collection at quality administration bring sort send also.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,HP,SKU-000499,367131355338,2022-09-22,True
