po_id,sku_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,freight_cost,payment_terms
PO101458,SKU1086,SUP507,2025-07-10,2025-07-14,2025-07-19,83,62.81,Prepaid
PO101459,SKU1003,SUP504,2025-03-30,2025-04-21,2025-04-22,581,166.39,Net45
PO101460,SKU1076,SUP510,2024-02-05,2024-02-09,2024-02-11,490,92.42,Prepaid
PO101461,SKU1071,SUP512,2025-08-14,2025-08-24,2025-08-24,898,58.74,Prepaid
PO101462,SKU1102,SUP513,2024-01-04,2024-01-24,2024-01-28,795,185.58,Prepaid
PO101463,SKU1051,SUP510,2025-01-16,2025-01-30,2025-01-30,151,160.58,Net45
PO101464,SKU1102,SUP504,2024-02-28,2024-03-07,2024-03-08,853,12.39,Net30
PO101465,SKU1107,SUP508,2023-12-10,2023-12-26,2023-12-30,380,128.05,Prepaid
PO101466,SKU1011,SUP502,2025-01-03,2025-01-25,2025-01-28,838,103.32,Net45
PO101467,SKU1019,SUP500,2024-10-08,2024-10-26,2024-10-28,130,42.1,Net45
PO101468,SKU1048,SUP500,2023-11-23,2023-12-02,2023-12-02,514,102.2,Net45
PO101469,SKU1080,SUP511,2025-10-01,2025-10-07,2025-10-08,277,98.66,Net30
PO101470,SKU1024,SUP517,2024-07-30,2024-08-10,2024-08-11,876,126.84,Net30
PO101471,SKU1098,SUP508,2024-03-01,2024-03-23,2024-03-23,197,50.3,Net45
PO101472,SKU1002,SUP503,2023-12-17,2023-12-31,2024-01-03,175,198.49,Prepaid
PO101473,SKU1018,SUP509,2023-12-08,2023-12-21,2023-12-22,129,138.06,Net30
PO101474,SKU1108,SUP511,2024-01-29,2024-02-10,2024-02-10,153,31.55,Net30
PO101475,SKU1101,SUP500,2025-03-06,2025-03-15,2025-03-15,690,127.18,Prepaid
PO101476,SKU1026,SUP513,2024-02-05,2024-02-27,2024-03-02,980,161.52,Net30
PO101477,SKU1103,SUP505,2025-05-23,2025-06-11,2025-06-12,232,118.6,Net45
PO101478,SKU1072,SUP501,2024-04-22,2024-04-29,2024-05-02,405,155.04,Net30
PO101479,SKU1078,SUP517,2025-07-19,2025-08-11,2025-08-17,310,17.48,Prepaid
PO101480,SKU1024,SUP500,2024-07-15,2024-08-05,2024-08-07,829,41.85,Prepaid
PO101481,SKU1027,SUP511,2024-04-01,2024-04-13,2024-04-15,385,84.24,Prepaid
PO101482,SKU1028,SUP502,2025-10-16,2025-10-20,2025-10-23,324,51.04,Net30
PO101483,SKU1061,SUP506,2024-06-24,2024-06-30,2024-06-30,614,89.39,Net45
PO101484,SKU1037,SUP514,2024-06-25,2024-07-05,2024-07-05,574,123.6,Net30
PO101485,SKU1118,SUP506,2025-06-03,2025-06-12,2025-06-12,916,25.46,Net45
PO101486,SKU1035,SUP512,2024-11-22,2024-11-28,2024-11-29,651,128.7,Net30
PO101487,SKU1021,SUP506,2024-03-22,2024-04-04,2024-04-04,954,196.56,Net30
PO101488,SKU1054,SUP508,2025-03-19,2025-04-06,2025-04-07,671,28.18,Net30
PO101489,SKU1054,SUP506,2025-05-01,2025-05-09,2025-05-11,697,128.88,Prepaid
PO101490,SKU1057,SUP505,2025-06-20,2025-07-05,2025-07-05,309,105.97,Net45
PO101491,SKU1052,SUP509,2023-11-25,2023-12-07,2023-12-08,593,13.26,Net30
PO101492,SKU1050,SUP500,2024-04-09,2024-04-22,2024-04-24,489,97.78,Prepaid
PO101493,SKU1045,SUP507,2024-05-13,2024-05-21,2024-05-22,430,11.58,Prepaid
PO101494,SKU1099,SUP510,2024-03-24,2024-04-11,2024-04-14,61,131.88,Net45
PO101495,SKU1042,SUP506,2025-09-30,2025-10-11,2025-10-13,970,183.29,Prepaid
PO101496,SKU1071,SUP502,2025-05-21,2025-06-14,2025-06-14,589,29.68,Prepaid
PO101497,SKU1013,SUP517,2025-01-25,2025-02-12,2025-02-14,954,30.06,Net45
PO101498,SKU1009,SUP513,2024-04-20,2024-04-30,2024-05-01,882,194.92,Net30
PO101499,SKU1025,SUP506,2024-03-13,2024-03-21,2024-03-24,97,133.56,Net30
PO101500,SKU1053,SUP503,2025-05-20,2025-05-28,2025-05-28,384,46.87,Net45
PO101501,SKU1049,SUP507,2024-09-06,2024-09-20,2024-09-21,709,72.17,Net45
PO101502,SKU1000,SUP514,2025-01-01,2025-01-11,2025-01-12,462,101.82,Prepaid
PO101503,SKU1114,SUP517,2024-10-10,2024-10-23,2024-10-24,710,98.13,Prepaid
PO101504,SKU1008,SUP515,2024-12-11,2024-12-25,2024-12-25,790,130.29,Net30
PO101505,SKU1035,SUP510,2024-06-13,2024-06-25,2024-06-26,619,167.81,Net30
PO101506,SKU1063,SUP501,2025-04-28,2025-05-10,2025-05-11,515,191.35,Net30
PO101507,SKU1108,SUP503,2025-10-21,2025-10-29,2025-10-30,155,64.11,Prepaid
PO101508,SKU1028,SUP501,2024-01-19,2024-02-07,2024-02-11,380,12.8,Net45
PO101509,SKU1092,SUP513,2025-05-08,2025-05-13,2025-05-15,791,103.02,Net30
PO101510,SKU1104,SUP517,2025-11-13,2025-12-03,2025-12-03,938,166.56,Prepaid
PO101511,SKU1033,SUP501,2024-01-04,2024-01-11,2024-01-12,126,139.72,Net30
PO101512,SKU1042,SUP512,2025-04-02,2025-04-16,2025-04-16,191,150.2,Net45
PO101513,SKU1058,SUP503,2024-06-15,2024-06-27,2024-06-28,821,124.02,Net45
PO101514,SKU1113,SUP513,2025-11-04,2025-11-24,2025-11-24,584,59.51,Net45
PO101515,SKU1030,SUP515,2025-06-03,2025-06-22,2025-06-24,379,61.07,Net45
PO101516,SKU1061,SUP507,2024-12-12,2024-12-19,2024-12-19,778,45.51,Prepaid
PO101517,SKU1045,SUP517,2025-08-21,2025-09-03,2025-09-03,712,194.5,Net45
PO101518,SKU1109,SUP506,2025-09-13,2025-09-21,2025-09-22,556,117.41,Prepaid
PO101519,SKU1027,SUP500,2024-03-14,2024-03-29,2024-03-29,444,194.69,Prepaid
PO101520,SKU1062,SUP503,2025-05-14,2025-06-04,2025-06-04,829,10.25,Net45
PO101521,SKU1065,SUP510,2024-06-05,2024-06-10,2024-06-12,514,195.8,Net45
PO101522,SKU1019,SUP516,2024-03-07,2024-03-23,2024-03-25,988,118.41,Net30
PO101523,SKU1049,SUP514,2024-09-21,2024-10-04,2024-10-05,848,60.8,Net30
PO101524,SKU1024,SUP502,2024-02-25,2024-03-10,2024-03-11,364,21.97,Net45
PO101525,SKU1082,SUP503,2024-11-03,2024-11-27,2024-11-28,812,191.43,Prepaid
PO101526,SKU1030,SUP500,2024-05-29,2024-06-16,2024-06-17,79,67.74,Net30
PO101527,SKU1084,SUP516,2024-10-10,2024-10-18,2024-10-21,999,33.02,Net45
PO101528,SKU1010,SUP511,2024-01-09,2024-01-13,2024-01-14,564,89.75,Net30
PO101529,SKU1065,SUP510,2025-08-27,2025-09-19,2025-09-21,150,165.2,Prepaid
PO101530,SKU1083,SUP512,2025-10-12,2025-11-04,2025-11-04,351,26.31,Prepaid
PO101531,SKU1051,SUP505,2024-01-21,2024-02-11,2024-02-16,555,92.1,Net45
PO101532,SKU1055,SUP503,2025-01-07,2025-01-11,2025-01-11,163,114.75,Prepaid
PO101533,SKU1014,SUP501,2025-08-16,2025-09-08,2025-09-09,294,48.37,Prepaid
PO101534,SKU1068,SUP503,2025-11-12,2025-12-03,2025-12-05,766,91.86,Net45
PO101535,SKU1051,SUP512,2025-09-29,2025-10-10,2025-10-10,893,167.73,Net45
PO101536,SKU1034,SUP515,2024-10-28,2024-11-18,2024-11-18,405,22.31,Net45
PO101537,SKU1036,SUP509,2025-07-07,2025-07-26,2025-07-27,565,118.37,Net45
PO101538,SKU1079,SUP515,2025-06-09,2025-06-14,2025-06-14,754,52.99,Prepaid
PO101539,SKU1021,SUP510,2024-02-07,2024-02-15,2024-02-15,390,108.08,Net30
PO101540,SKU1018,SUP500,2025-06-24,2025-06-29,2025-06-29,71,128.0,Prepaid
PO101541,SKU1033,SUP502,2025-11-08,2025-12-01,2025-12-03,59,155.44,Net45
PO101542,SKU1045,SUP515,2024-01-26,2024-02-10,2024-02-11,303,68.15,Net30
PO101543,SKU1014,SUP501,2023-12-20,2023-12-28,2023-12-29,347,196.67,Prepaid
PO101544,SKU1067,SUP516,2023-11-22,2023-12-10,2023-12-11,146,25.22,Prepaid
PO101545,SKU1038,SUP510,2024-10-24,2024-11-06,2024-11-06,608,198.02,Net30
PO101546,SKU1084,SUP515,2024-11-28,2024-12-22,2024-12-22,897,197.88,Net30
PO101547,SKU1038,SUP510,2024-05-25,2024-06-18,2024-06-18,927,175.76,Net45
PO101548,SKU1061,SUP503,2024-04-14,2024-04-21,2024-04-22,705,98.26,Prepaid
PO101549,SKU1018,SUP513,2025-03-01,2025-03-09,2025-03-09,195,183.95,Net30
PO101550,SKU1063,SUP500,2025-09-09,2025-09-24,2025-09-24,491,10.23,Net30
PO101551,SKU1026,SUP502,2025-10-05,2025-10-23,2025-10-23,704,72.86,Prepaid
PO101552,SKU1035,SUP517,2024-12-28,2025-01-05,2025-01-06,947,69.55,Net45
PO101553,SKU1022,SUP508,2025-11-07,2025-11-23,2025-11-24,389,112.05,Net30
PO101554,SKU1075,SUP513,2025-03-23,2025-04-08,2025-04-08,245,26.96,Prepaid
PO101555,SKU1074,SUP516,2024-02-11,2024-02-19,2024-02-21,175,88.88,Net30
PO101556,SKU1101,SUP514,2024-03-22,2024-04-07,2024-04-09,405,173.61,Net30
PO101557,SKU1014,SUP500,2024-10-23,2024-11-03,2024-11-04,527,31.79,Net45
PO101558,SKU1019,SUP516,2025-05-07,2025-05-30,2025-05-31,730,139.76,Prepaid
PO101559,SKU1038,SUP515,2024-01-15,2024-01-27,2024-01-28,65,153.63,Net30
PO101560,SKU1005,SUP506,2024-08-12,2024-08-21,2024-08-21,104,138.85,Net30
PO101561,SKU1039,SUP500,2024-03-07,2024-03-13,2024-03-16,50,181.12,Prepaid
PO101562,SKU1032,SUP504,2025-03-10,2025-03-19,2025-03-19,929,193.79,Net45
PO101563,SKU1085,SUP517,2024-04-22,2024-05-12,2024-05-14,327,105.71,Prepaid
PO101564,SKU1093,SUP506,2024-11-19,2024-12-01,2024-12-02,347,118.65,Prepaid
PO101565,SKU1004,SUP515,2025-11-14,2025-12-08,2025-12-08,744,26.24,Net45
PO101566,SKU1049,SUP513,2024-07-29,2024-08-21,2024-08-22,964,130.56,Net30
PO101567,SKU1117,SUP509,2024-07-04,2024-07-21,2024-07-25,496,83.66,Net45
PO101568,SKU1112,SUP510,2025-01-17,2025-02-07,2025-02-07,836,15.98,Prepaid
PO101569,SKU1032,SUP504,2025-04-15,2025-05-04,2025-05-05,362,162.31,Prepaid
PO101570,SKU1038,SUP514,2025-03-02,2025-03-06,2025-03-06,946,100.42,Net30
PO101571,SKU1012,SUP504,2025-10-05,2025-10-14,2025-10-15,565,83.27,Net45
PO101572,SKU1091,SUP511,2023-11-18,2023-12-10,2023-12-14,480,16.65,Net30
PO101573,SKU1059,SUP500,2024-11-12,2024-11-23,2024-11-27,835,167.02,Net30
PO101574,SKU1011,SUP504,2025-08-30,2025-09-23,2025-09-23,298,129.78,Net45
PO101575,SKU1065,SUP511,2024-07-12,2024-07-27,2024-07-28,629,147.36,Net30
PO101576,SKU1006,SUP512,2024-04-25,2024-05-02,2024-05-02,523,55.66,Net45
PO101577,SKU1058,SUP501,2024-02-13,2024-02-25,2024-02-26,715,24.98,Prepaid
PO101578,SKU1042,SUP503,2025-02-10,2025-03-04,2025-03-05,757,22.2,Net30
PO101579,SKU1110,SUP501,2024-04-14,2024-04-21,2024-04-21,573,41.32,Net45
PO101580,SKU1091,SUP501,2025-01-26,2025-02-08,2025-02-10,625,151.82,Net45
PO101581,SKU1063,SUP504,2024-08-26,2024-09-08,2024-09-09,922,40.09,Prepaid
PO101582,SKU1038,SUP509,2025-05-17,2025-06-03,2025-06-03,874,88.1,Net30
PO101583,SKU1079,SUP506,2024-02-10,2024-03-02,2024-03-03,668,141.75,Prepaid
PO101584,SKU1066,SUP503,2024-04-19,2024-04-30,2024-05-02,75,19.06,Net45
PO101585,SKU1056,SUP512,2025-08-30,2025-09-23,2025-09-24,464,54.38,Net30
PO101586,SKU1023,SUP507,2025-08-15,2025-09-06,2025-09-08,891,86.26,Net45
PO101587,SKU1087,SUP514,2024-10-12,2024-10-18,2024-10-20,492,94.71,Prepaid
PO101588,SKU1081,SUP500,2025-06-08,2025-07-01,2025-07-01,723,173.84,Prepaid
PO101589,SKU1021,SUP516,2025-06-12,2025-06-25,2025-06-26,537,124.56,Net30
PO101590,SKU1037,SUP509,2024-10-21,2024-10-30,2024-10-31,554,135.36,Net30
PO101591,SKU1085,SUP508,2024-03-28,2024-04-03,2024-04-03,159,155.03,Net30
PO101592,SKU1053,SUP513,2024-10-26,2024-11-19,2024-11-19,173,52.33,Net45
PO101593,SKU1049,SUP500,2023-12-19,2023-12-25,2023-12-27,716,49.98,Net45
PO101594,SKU1079,SUP514,2025-02-28,2025-03-18,2025-03-19,192,127.38,Net30
PO101595,SKU1112,SUP514,2025-08-16,2025-09-02,2025-09-02,416,146.13,Net45
PO101596,SKU1109,SUP516,2024-04-22,2024-05-05,2024-05-07,587,126.86,Net30
PO101597,SKU1065,SUP502,2023-11-20,2023-12-06,2023-12-08,721,102.77,Net45
PO101598,SKU1072,SUP510,2025-02-20,2025-03-06,2025-03-07,193,48.38,Net30
PO101599,SKU1100,SUP509,2024-02-03,2024-02-09,2024-02-11,909,161.48,Net45
PO101600,SKU1061,SUP512,2025-06-12,2025-06-29,2025-06-30,234,131.68,Net45
PO101601,SKU1090,SUP516,2024-07-07,2024-07-25,2024-07-26,182,31.41,Net45
PO101602,SKU1041,SUP511,2025-08-14,2025-09-05,2025-09-05,119,109.76,Prepaid
PO101603,SKU1003,SUP505,2025-06-21,2025-07-06,2025-07-07,561,181.71,Net45
PO101604,SKU1060,SUP510,2025-04-17,2025-05-06,2025-05-06,877,106.4,Net45
PO101605,SKU1101,SUP507,2025-07-16,2025-08-09,2025-08-12,795,51.38,Net30
PO101606,SKU1096,SUP513,2024-05-26,2024-06-01,2024-06-05,306,118.32,Prepaid
PO101607,SKU1004,SUP502,2025-01-19,2025-02-06,2025-02-09,696,120.72,Prepaid
PO101608,SKU1118,SUP505,2025-11-13,2025-11-17,2025-11-17,436,179.99,Prepaid
PO101609,SKU1081,SUP517,2024-05-28,2024-06-10,2024-06-11,498,71.1,Net45
PO101610,SKU1036,SUP507,2024-01-01,2024-01-08,2024-01-09,883,36.04,Net45
PO101611,SKU1103,SUP506,2025-10-25,2025-11-17,2025-11-21,734,137.27,Prepaid
PO101612,SKU1026,SUP501,2024-03-07,2024-03-18,2024-03-19,418,148.74,Net30
PO101613,SKU1072,SUP517,2024-04-21,2024-04-29,2024-04-30,748,154.72,Net45
PO101614,SKU1116,SUP516,2023-12-05,2023-12-27,2023-12-29,634,78.24,Net30
PO101615,SKU1064,SUP511,2025-10-21,2025-10-31,2025-11-01,923,165.91,Prepaid
PO101616,SKU1102,SUP502,2024-12-05,2024-12-19,2024-12-19,944,47.7,Prepaid
PO101617,SKU1072,SUP502,2024-04-13,2024-04-26,2024-04-28,153,139.21,Prepaid
PO101618,SKU1063,SUP507,2024-03-24,2024-04-11,2024-04-12,73,13.48,Prepaid
PO101619,SKU1105,SUP509,2024-12-25,2024-12-29,2024-12-30,770,196.96,Net30
PO101620,SKU1008,SUP505,2024-12-10,2025-01-01,2025-01-03,639,195.62,Prepaid
PO101621,SKU1109,SUP516,2024-04-04,2024-04-13,2024-04-15,458,190.96,Net45
PO101622,SKU1007,SUP517,2024-07-11,2024-07-15,2024-07-16,532,82.52,Net30
PO101623,SKU1083,SUP500,2025-08-26,2025-09-18,2025-09-19,255,21.03,Net30
PO101624,SKU1113,SUP501,2024-03-30,2024-04-15,2024-04-17,801,122.63,Net30
PO101625,SKU1118,SUP501,2024-08-14,2024-08-23,2024-08-24,627,99.85,Net45
PO101626,SKU1089,SUP501,2025-09-01,2025-09-25,2025-09-26,476,122.57,Net45
PO101627,SKU1094,SUP502,2024-02-28,2024-03-06,2024-03-06,182,10.48,Net30
PO101628,SKU1092,SUP501,2024-09-23,2024-09-30,2024-09-30,280,196.66,Net45
PO101629,SKU1044,SUP513,2025-10-15,2025-11-07,2025-11-08,947,37.9,Prepaid
PO101630,SKU1002,SUP501,2025-06-08,2025-06-27,2025-06-27,250,126.13,Net45
PO101631,SKU1077,SUP512,2025-09-19,2025-10-01,2025-10-02,615,38.28,Net30
PO101632,SKU1006,SUP512,2024-10-01,2024-10-24,2024-10-25,490,76.97,Net45
PO101633,SKU1054,SUP517,2024-12-07,2024-12-23,2024-12-23,968,128.82,Net45
PO101634,SKU1115,SUP511,2025-05-31,2025-06-15,2025-06-16,990,140.74,Prepaid
PO101635,SKU1030,SUP507,2023-11-30,2023-12-22,2023-12-24,472,55.56,Net45
PO101636,SKU1096,SUP517,2024-11-08,2024-11-30,2024-12-01,65,95.45,Net45
PO101637,SKU1031,SUP501,2025-04-27,2025-05-17,2025-05-18,234,100.91,Net30
PO101638,SKU1005,SUP510,2024-08-18,2024-09-02,2024-09-03,300,88.05,Net30
PO101639,SKU1016,SUP512,2025-09-25,2025-10-15,2025-10-16,128,49.5,Prepaid
PO101640,SKU1032,SUP517,2024-10-12,2024-10-30,2024-10-30,882,32.28,Net30
PO101641,SKU1114,SUP507,2025-10-17,2025-11-06,2025-11-06,425,73.51,Net45
PO101642,SKU1037,SUP507,2025-06-29,2025-07-23,2025-07-24,764,172.09,Net45
PO101643,SKU1064,SUP503,2025-11-14,2025-11-25,2025-11-25,772,43.95,Net45
PO101644,SKU1062,SUP508,2024-08-31,2024-09-06,2024-09-07,911,21.74,Net45
PO101645,SKU1029,SUP509,2025-06-11,2025-06-15,2025-06-15,431,193.45,Net45
PO101646,SKU1104,SUP504,2024-09-12,2024-09-26,2024-09-27,500,136.6,Net45
PO101647,SKU1097,SUP514,2025-09-09,2025-09-27,2025-09-28,906,66.26,Prepaid
PO101648,SKU1034,SUP508,2025-01-04,2025-01-15,2025-01-17,136,31.65,Prepaid
PO101649,SKU1035,SUP512,2025-07-25,2025-08-07,2025-08-07,443,152.71,Net30
PO101650,SKU1005,SUP507,2024-10-23,2024-11-14,2024-11-14,491,116.72,Net45
PO101651,SKU1006,SUP509,2025-02-02,2025-02-23,2025-02-23,76,195.91,Net45
PO101652,SKU1096,SUP510,2025-09-19,2025-10-10,2025-10-12,879,73.35,Net45
PO101653,SKU1027,SUP500,2025-04-10,2025-05-04,2025-05-05,494,17.4,Net30
PO101654,SKU1100,SUP501,2024-12-30,2025-01-11,2025-01-13,788,164.49,Net45
PO101655,SKU1036,SUP517,2024-06-06,2024-06-17,2024-06-21,631,171.41,Net45
PO101656,SKU1033,SUP505,2025-06-25,2025-07-01,2025-07-02,996,111.11,Prepaid
PO101657,SKU1016,SUP500,2025-02-03,2025-02-12,2025-02-14,330,91.01,Prepaid
PO101658,SKU1031,SUP517,2024-02-09,2024-02-14,2024-02-14,89,126.52,Net45
PO101659,SKU1035,SUP511,2025-02-10,2025-02-27,2025-02-28,718,130.08,Net45
PO101660,SKU1001,SUP503,2024-07-16,2024-08-05,2024-08-07,906,74.31,Net30
PO101661,SKU1108,SUP505,2024-06-01,2024-06-09,2024-06-10,59,42.28,Net30
PO101662,SKU1004,SUP511,2024-09-18,2024-09-27,2024-09-27,273,137.95,Net30
PO101663,SKU1007,SUP502,2024-07-18,2024-07-27,2024-07-27,371,30.99,Prepaid
PO101664,SKU1056,SUP505,2024-12-19,2025-01-10,2025-01-11,315,178.05,Net30
PO101665,SKU1016,SUP507,2025-11-09,2025-11-25,2025-11-27,682,65.54,Net45
PO101666,SKU1006,SUP507,2024-09-15,2024-09-25,2024-09-29,750,199.66,Net45
PO101667,SKU1110,SUP514,2025-09-18,2025-10-07,2025-10-09,784,44.32,Prepaid
PO101668,SKU1007,SUP508,2024-04-19,2024-05-12,2024-05-13,915,55.06,Net30
PO101669,SKU1069,SUP501,2024-02-13,2024-02-19,2024-02-22,129,174.95,Net45
PO101670,SKU1056,SUP503,2024-06-26,2024-07-15,2024-07-15,383,196.63,Net45
PO101671,SKU1047,SUP513,2025-03-21,2025-03-30,2025-03-30,339,130.21,Prepaid
PO101672,SKU1003,SUP510,2024-08-28,2024-09-04,2024-09-04,467,148.29,Net45
PO101673,SKU1047,SUP515,2025-10-08,2025-10-13,2025-10-13,81,22.4,Prepaid
PO101674,SKU1047,SUP501,2025-04-27,2025-05-08,2025-05-09,655,77.55,Prepaid
PO101675,SKU1013,SUP506,2025-09-18,2025-09-23,2025-09-23,849,98.19,Net45
PO101676,SKU1065,SUP511,2024-06-09,2024-06-24,2024-06-26,646,31.2,Prepaid
PO101677,SKU1084,SUP504,2025-02-28,2025-03-04,2025-03-05,130,141.65,Prepaid
PO101678,SKU1119,SUP507,2025-08-31,2025-09-07,2025-09-09,695,127.02,Net45
PO101679,SKU1093,SUP513,2024-11-03,2024-11-09,2024-11-10,949,11.92,Net45
PO101680,SKU1102,SUP501,2025-09-09,2025-09-28,2025-10-02,582,170.86,Net30
PO101681,SKU1040,SUP508,2025-04-10,2025-04-26,2025-04-26,982,71.07,Prepaid
PO101682,SKU1042,SUP507,2024-12-11,2024-12-28,2024-12-30,286,195.66,Net30
PO101683,SKU1040,SUP503,2024-02-07,2024-02-20,2024-02-22,951,56.0,Net30
PO101684,SKU1046,SUP502,2025-08-21,2025-09-05,2025-09-05,986,178.04,Net30
PO101685,SKU1083,SUP515,2025-09-04,2025-09-08,2025-09-09,478,100.36,Prepaid
PO101686,SKU1072,SUP504,2024-02-12,2024-02-22,2024-02-22,981,18.05,Net30
PO101687,SKU1086,SUP504,2025-08-31,2025-09-20,2025-09-21,399,148.01,Net30
PO101688,SKU1015,SUP502,2024-04-08,2024-04-12,2024-04-13,201,195.41,Net45
PO101689,SKU1063,SUP506,2024-10-17,2024-10-28,2024-10-28,65,183.24,Prepaid
PO101690,SKU1015,SUP513,2025-07-23,2025-07-27,2025-07-27,531,116.5,Net45
PO101691,SKU1012,SUP504,2023-12-05,2023-12-18,2023-12-19,74,185.39,Net45
PO101692,SKU1021,SUP502,2025-10-03,2025-10-14,2025-10-16,990,121.48,Net30
PO101693,SKU1115,SUP513,2025-08-03,2025-08-21,2025-08-22,620,119.71,Prepaid
PO101694,SKU1091,SUP509,2025-10-03,2025-10-22,2025-10-22,969,39.26,Net30
PO101695,SKU1075,SUP503,2024-08-13,2024-08-25,2024-08-26,806,124.26,Net30
PO101696,SKU1057,SUP513,2024-07-24,2024-08-11,2024-08-11,496,82.5,Net30
PO101697,SKU1096,SUP515,2025-07-19,2025-07-30,2025-07-31,791,173.85,Net45
PO101698,SKU1117,SUP516,2024-10-02,2024-10-23,2024-10-26,657,169.48,Net45
PO101699,SKU1047,SUP514,2023-12-10,2024-01-02,2024-01-02,570,46.34,Net45
PO101700,SKU1075,SUP508,2024-02-17,2024-03-06,2024-03-07,354,166.48,Net30
PO101701,SKU1043,SUP501,2024-03-21,2024-04-07,2024-04-07,643,194.08,Net45
PO101702,SKU1108,SUP513,2025-09-08,2025-09-17,2025-09-18,825,77.66,Prepaid
PO101703,SKU1018,SUP501,2024-01-05,2024-01-21,2024-01-23,798,153.49,Prepaid
PO101704,SKU1055,SUP516,2025-02-26,2025-03-14,2025-03-14,371,72.65,Prepaid
PO101705,SKU1044,SUP509,2024-11-24,2024-11-30,2024-11-30,548,91.44,Net30
PO101706,SKU1028,SUP505,2025-05-24,2025-06-16,2025-06-16,670,157.11,Prepaid
PO101707,SKU1118,SUP507,2025-07-05,2025-07-18,2025-07-19,261,162.41,Net45
PO101708,SKU1107,SUP516,2024-09-18,2024-10-04,2024-10-05,974,52.37,Prepaid
PO101709,SKU1114,SUP517,2025-03-18,2025-03-24,2025-03-24,550,101.06,Prepaid
PO101710,SKU1047,SUP506,2024-09-08,2024-09-21,2024-09-22,486,113.06,Net45
PO101711,SKU1056,SUP516,2025-03-31,2025-04-11,2025-04-13,990,141.54,Prepaid
PO101712,SKU1091,SUP503,2024-10-11,2024-10-29,2024-10-30,319,14.25,Prepaid
PO101713,SKU1110,SUP504,2025-03-01,2025-03-22,2025-03-23,169,185.73,Net30
PO101714,SKU1102,SUP502,2024-05-27,2024-06-20,2024-06-21,126,126.56,Net30
PO101715,SKU1020,SUP516,2025-04-15,2025-04-20,2025-04-20,803,144.95,Net45
PO101716,SKU1086,SUP502,2024-09-26,2024-10-03,2024-10-04,996,178.23,Prepaid
PO101717,SKU1055,SUP503,2025-06-08,2025-06-24,2025-06-25,375,74.76,Prepaid
PO101718,SKU1107,SUP517,2025-04-02,2025-04-21,2025-04-21,86,31.33,Net45
PO101719,SKU1080,SUP500,2024-11-15,2024-11-20,2024-11-23,943,59.93,Prepaid
PO101720,SKU1086,SUP506,2024-08-17,2024-08-24,2024-08-24,883,92.45,Prepaid
PO101721,SKU1093,SUP515,2025-02-26,2025-03-07,2025-03-07,946,21.84,Prepaid
PO101722,SKU1066,SUP506,2025-03-18,2025-03-31,2025-04-07,621,132.13,Net45
PO101723,SKU1026,SUP505,2024-04-10,2024-04-29,2024-04-29,678,154.1,Net30
PO101724,SKU1080,SUP507,2025-01-14,2025-02-05,2025-02-05,722,70.57,Prepaid
PO101725,SKU1112,SUP509,2024-01-22,2024-02-07,2024-02-09,734,121.78,Net30
PO101726,SKU1062,SUP512,2025-02-20,2025-03-13,2025-03-14,352,83.59,Prepaid
PO101727,SKU1028,SUP503,2025-03-23,2025-03-31,2025-04-01,832,192.61,Net30
PO101728,SKU1053,SUP514,2025-02-09,2025-02-26,2025-02-26,168,18.73,Prepaid
PO101729,SKU1059,SUP510,2024-03-29,2024-04-18,2024-04-20,457,22.75,Net45
PO101730,SKU1016,SUP515,2025-02-24,2025-03-16,2025-03-20,665,23.81,Net30
PO101731,SKU1087,SUP507,2025-05-03,2025-05-18,2025-05-19,270,70.14,Net30
PO101732,SKU1007,SUP517,2024-01-25,2024-02-12,2024-02-13,375,45.32,Net30
PO101733,SKU1050,SUP514,2023-12-15,2024-01-04,2024-01-04,105,68.22,Net30
PO101734,SKU1062,SUP507,2025-11-15,2025-11-25,2025-11-27,365,169.66,Net30
PO101735,SKU1052,SUP507,2024-09-20,2024-10-07,2024-10-09,261,46.06,Net45
PO101736,SKU1014,SUP510,2023-11-26,2023-12-11,2023-12-11,789,102.41,Prepaid
PO101737,SKU1102,SUP512,2025-08-17,2025-09-09,2025-09-09,984,188.72,Net30
PO101738,SKU1098,SUP517,2025-05-15,2025-06-02,2025-06-03,265,91.11,Net30
PO101739,SKU1068,SUP506,2025-02-16,2025-02-27,2025-02-27,455,175.46,Net45
PO101740,SKU1029,SUP509,2024-10-20,2024-11-01,2024-11-02,389,88.25,Net30
PO101741,SKU1027,SUP517,2025-10-28,2025-11-03,2025-11-03,86,69.13,Prepaid
PO101742,SKU1096,SUP516,2024-08-14,2024-09-06,2024-09-06,546,92.15,Prepaid
PO101743,SKU1020,SUP509,2025-02-23,2025-02-28,2025-03-01,840,92.27,Net45
PO101744,SKU1031,SUP501,2025-10-18,2025-11-07,2025-11-07,852,82.98,Net30
PO101745,SKU1083,SUP512,2024-01-15,2024-01-30,2024-01-31,326,29.06,Prepaid
PO101746,SKU1009,SUP502,2025-06-18,2025-07-05,2025-07-05,800,85.74,Net30
PO101747,SKU1002,SUP500,2024-08-08,2024-08-16,2024-08-17,991,42.26,Prepaid
PO101748,SKU1012,SUP512,2024-05-29,2024-06-18,2024-06-18,369,106.45,Net30
PO101749,SKU1054,SUP516,2024-10-01,2024-10-12,2024-10-13,519,65.76,Prepaid
